Gender,Hour of Start Time,Weekday of Start Time,Count of Trips
Male,"April 3, 2019 at 1 PM",Wednesday,262
Female,"April 3, 2019 at 1 PM",Wednesday,76
Male,"April 3, 2019 at 12 PM",Wednesday,243
Female,"April 3, 2019 at 12 PM",Wednesday,68
Male,"April 3, 2019 at 11 AM",Wednesday,214
Female,"April 3, 2019 at 11 AM",Wednesday,59
Male,"April 3, 2019 at 10 AM",Wednesday,167
Female,"April 3, 2019 at 10 AM",Wednesday,65
Male,"April 3, 2019 at 9 AM",Wednesday,336
Female,"April 3, 2019 at 9 AM",Wednesday,85
Male,"April 3, 2019 at 8 AM",Wednesday,877
Female,"April 3, 2019 at 8 AM",Wednesday,220
Male,"April 3, 2019 at 7 AM",Wednesday,628
Female,"April 3, 2019 at 7 AM",Wednesday,191
Male,"April 3, 2019 at 6 AM",Wednesday,295
Female,"April 3, 2019 at 6 AM",Wednesday,76
Male,"April 3, 2019 at 5 AM",Wednesday,80
Female,"April 3, 2019 at 5 AM",Wednesday,28
Male,"April 3, 2019 at 4 AM",Wednesday,7
Female,"April 3, 2019 at 4 AM",Wednesday,3
Male,"April 3, 2019 at 3 AM",Wednesday,4
Female,"April 3, 2019 at 3 AM",Wednesday,3
Male,"April 3, 2019 at 2 AM",Wednesday,9
Male,"April 3, 2019 at 1 AM",Wednesday,4
Male,"April 3, 2019 at 12 AM",Wednesday,21
Female,"April 3, 2019 at 12 AM",Wednesday,2
Male,"March 27, 2019 at 11 PM",Wednesday,33
Female,"March 27, 2019 at 11 PM",Wednesday,9
Male,"March 27, 2019 at 10 PM",Wednesday,53
Female,"March 27, 2019 at 10 PM",Wednesday,6
Male,"March 27, 2019 at 9 PM",Wednesday,135
Female,"March 27, 2019 at 9 PM",Wednesday,38
Male,"March 27, 2019 at 8 PM",Wednesday,182
Female,"March 27, 2019 at 8 PM",Wednesday,50
Male,"March 27, 2019 at 7 PM",Wednesday,358
Female,"March 27, 2019 at 7 PM",Wednesday,99
Male,"March 27, 2019 at 6 PM",Wednesday,674
Female,"March 27, 2019 at 6 PM",Wednesday,214
Male,"March 27, 2019 at 5 PM",Wednesday,1101
Female,"March 27, 2019 at 5 PM",Wednesday,319
Male,"March 27, 2019 at 4 PM",Wednesday,694
Female,"March 27, 2019 at 4 PM",Wednesday,206
Male,"March 27, 2019 at 3 PM",Wednesday,321
Female,"March 27, 2019 at 3 PM",Wednesday,85
Male,"March 27, 2019 at 2 PM",Wednesday,223
Female,"March 27, 2019 at 2 PM",Wednesday,63
Male,"March 27, 2019 at 1 PM",Wednesday,240
Female,"March 27, 2019 at 1 PM",Wednesday,77
Male,"March 27, 2019 at 12 PM",Wednesday,223
Female,"March 27, 2019 at 12 PM",Wednesday,62
Male,"March 27, 2019 at 11 AM",Wednesday,211
Female,"March 27, 2019 at 11 AM",Wednesday,67
Male,"March 27, 2019 at 10 AM",Wednesday,139
Female,"March 27, 2019 at 10 AM",Wednesday,47
Male,"March 27, 2019 at 9 AM",Wednesday,301
Female,"March 27, 2019 at 9 AM",Wednesday,87
Male,"March 27, 2019 at 8 AM",Wednesday,672
Female,"March 27, 2019 at 8 AM",Wednesday,180
Male,"March 27, 2019 at 7 AM",Wednesday,474
Female,"March 27, 2019 at 7 AM",Wednesday,141
Male,"March 27, 2019 at 6 AM",Wednesday,240
Female,"March 27, 2019 at 6 AM",Wednesday,59
Male,"March 27, 2019 at 5 AM",Wednesday,59
Female,"March 27, 2019 at 5 AM",Wednesday,21
Male,"March 27, 2019 at 4 AM",Wednesday,16
Female,"March 27, 2019 at 4 AM",Wednesday,3
Male,"March 27, 2019 at 3 AM",Wednesday,6
Female,"March 27, 2019 at 3 AM",Wednesday,2
Male,"March 27, 2019 at 2 AM",Wednesday,3
Male,"March 27, 2019 at 1 AM",Wednesday,14
Male,"March 27, 2019 at 12 AM",Wednesday,13
Female,"March 27, 2019 at 12 AM",Wednesday,6
Male,"March 20, 2019 at 11 PM",Wednesday,22
Female,"March 20, 2019 at 11 PM",Wednesday,9
Male,"March 20, 2019 at 10 PM",Wednesday,38
Female,"March 20, 2019 at 10 PM",Wednesday,5
Male,"March 20, 2019 at 9 PM",Wednesday,97
Female,"March 20, 2019 at 9 PM",Wednesday,10
Male,"March 20, 2019 at 8 PM",Wednesday,160
Female,"March 20, 2019 at 8 PM",Wednesday,27
Male,"March 20, 2019 at 7 PM",Wednesday,255
Female,"March 20, 2019 at 7 PM",Wednesday,68
Male,"March 20, 2019 at 6 PM",Wednesday,415
Female,"March 20, 2019 at 6 PM",Wednesday,112
Male,"March 20, 2019 at 5 PM",Wednesday,760
Female,"March 20, 2019 at 5 PM",Wednesday,180
Male,"March 20, 2019 at 4 PM",Wednesday,477
Female,"March 20, 2019 at 4 PM",Wednesday,130
Male,"March 20, 2019 at 3 PM",Wednesday,225
Female,"March 20, 2019 at 3 PM",Wednesday,46
Male,"March 20, 2019 at 2 PM",Wednesday,130
Female,"March 20, 2019 at 2 PM",Wednesday,34
Male,"March 20, 2019 at 1 PM",Wednesday,106
Female,"March 20, 2019 at 1 PM",Wednesday,25
Male,"March 20, 2019 at 12 PM",Wednesday,108
Female,"March 20, 2019 at 12 PM",Wednesday,33
Male,"March 20, 2019 at 11 AM",Wednesday,126
Female,"March 20, 2019 at 11 AM",Wednesday,30
Male,"March 20, 2019 at 10 AM",Wednesday,89
Female,"March 20, 2019 at 10 AM",Wednesday,11
Male,"March 20, 2019 at 9 AM",Wednesday,97
Female,"March 20, 2019 at 9 AM",Wednesday,28
Male,"March 20, 2019 at 8 AM",Wednesday,287
Female,"March 20, 2019 at 8 AM",Wednesday,63
Male,"March 20, 2019 at 7 AM",Wednesday,224
Female,"March 20, 2019 at 7 AM",Wednesday,51
Male,"March 20, 2019 at 6 AM",Wednesday,158
Female,"March 20, 2019 at 6 AM",Wednesday,38
Male,"March 20, 2019 at 5 AM",Wednesday,53
Female,"March 20, 2019 at 5 AM",Wednesday,16
Male,"March 20, 2019 at 4 AM",Wednesday,12
Female,"March 20, 2019 at 4 AM",Wednesday,3
Male,"March 20, 2019 at 3 AM",Wednesday,8
Female,"March 20, 2019 at 3 AM",Wednesday,1
Male,"March 20, 2019 at 2 AM",Wednesday,7
Male,"March 20, 2019 at 1 AM",Wednesday,10
Female,"March 20, 2019 at 1 AM",Wednesday,1
Male,"March 20, 2019 at 12 AM",Wednesday,19
Female,"March 20, 2019 at 12 AM",Wednesday,2
Male,"March 13, 2019 at 11 PM",Wednesday,5
Male,"March 13, 2019 at 10 PM",Wednesday,61
Female,"March 13, 2019 at 10 PM",Wednesday,8
Male,"March 13, 2019 at 9 PM",Wednesday,146
Female,"March 13, 2019 at 9 PM",Wednesday,31
Male,"March 13, 2019 at 8 PM",Wednesday,215
Female,"March 13, 2019 at 8 PM",Wednesday,54
Male,"March 13, 2019 at 7 PM",Wednesday,313
Female,"March 13, 2019 at 7 PM",Wednesday,83
Male,"March 13, 2019 at 6 PM",Wednesday,517
Female,"March 13, 2019 at 6 PM",Wednesday,139
Male,"March 13, 2019 at 5 PM",Wednesday,901
Female,"March 13, 2019 at 5 PM",Wednesday,237
Male,"March 13, 2019 at 4 PM",Wednesday,590
Female,"March 13, 2019 at 4 PM",Wednesday,134
Male,"March 13, 2019 at 3 PM",Wednesday,261
Female,"March 13, 2019 at 3 PM",Wednesday,55
Male,"March 13, 2019 at 2 PM",Wednesday,145
Female,"March 13, 2019 at 2 PM",Wednesday,35
Male,"March 13, 2019 at 1 PM",Wednesday,117
Female,"March 13, 2019 at 1 PM",Wednesday,36
Male,"March 13, 2019 at 12 PM",Wednesday,101
Female,"March 13, 2019 at 12 PM",Wednesday,14
Male,"March 13, 2019 at 11 AM",Wednesday,140
Female,"March 13, 2019 at 11 AM",Wednesday,41
Male,"March 13, 2019 at 10 AM",Wednesday,138
Female,"March 13, 2019 at 10 AM",Wednesday,30
Male,"March 13, 2019 at 9 AM",Wednesday,247
Female,"March 13, 2019 at 9 AM",Wednesday,44
Male,"March 13, 2019 at 8 AM",Wednesday,519
Female,"March 13, 2019 at 8 AM",Wednesday,124
Male,"March 13, 2019 at 7 AM",Wednesday,272
Female,"March 13, 2019 at 7 AM",Wednesday,54
Male,"March 13, 2019 at 6 AM",Wednesday,98
Female,"March 13, 2019 at 6 AM",Wednesday,22
Male,"March 13, 2019 at 5 AM",Wednesday,32
Female,"March 13, 2019 at 5 AM",Wednesday,7
Male,"March 13, 2019 at 4 AM",Wednesday,9
Male,"March 13, 2019 at 3 AM",Wednesday,2
Female,"March 13, 2019 at 3 AM",Wednesday,1
Male,"March 13, 2019 at 2 AM",Wednesday,5
Female,"March 13, 2019 at 2 AM",Wednesday,1
Male,"March 13, 2019 at 1 AM",Wednesday,5
Female,"March 13, 2019 at 1 AM",Wednesday,1
Male,"March 13, 2019 at 12 AM",Wednesday,12
Female,"March 13, 2019 at 12 AM",Wednesday,2
Male,"March 6, 2019 at 11 PM",Wednesday,24
Female,"March 6, 2019 at 11 PM",Wednesday,2
Male,"March 6, 2019 at 10 PM",Wednesday,46
Female,"March 6, 2019 at 10 PM",Wednesday,8
Male,"March 6, 2019 at 9 PM",Wednesday,79
Female,"March 6, 2019 at 9 PM",Wednesday,14
Male,"March 6, 2019 at 8 PM",Wednesday,141
Female,"March 6, 2019 at 8 PM",Wednesday,25
Male,"March 6, 2019 at 7 PM",Wednesday,198
Female,"March 6, 2019 at 7 PM",Wednesday,46
Male,"March 6, 2019 at 6 PM",Wednesday,343
Female,"March 6, 2019 at 6 PM",Wednesday,65
Male,"March 6, 2019 at 5 PM",Wednesday,536
Female,"March 6, 2019 at 5 PM",Wednesday,101
Male,"March 6, 2019 at 4 PM",Wednesday,386
Female,"March 6, 2019 at 4 PM",Wednesday,92
Male,"March 6, 2019 at 3 PM",Wednesday,176
Female,"March 6, 2019 at 3 PM",Wednesday,33
Male,"March 6, 2019 at 2 PM",Wednesday,101
Female,"March 6, 2019 at 2 PM",Wednesday,30
Male,"March 6, 2019 at 1 PM",Wednesday,125
Female,"March 6, 2019 at 1 PM",Wednesday,24
Male,"March 6, 2019 at 12 PM",Wednesday,110
Female,"March 6, 2019 at 12 PM",Wednesday,17
Male,"March 6, 2019 at 11 AM",Wednesday,111
Female,"March 6, 2019 at 11 AM",Wednesday,26
Male,"March 6, 2019 at 10 AM",Wednesday,84
Female,"March 6, 2019 at 10 AM",Wednesday,18
Male,"March 6, 2019 at 9 AM",Wednesday,165
Female,"March 6, 2019 at 9 AM",Wednesday,31
Male,"March 6, 2019 at 8 AM",Wednesday,411
Female,"March 6, 2019 at 8 AM",Wednesday,82
Male,"March 6, 2019 at 7 AM",Wednesday,338
Female,"March 6, 2019 at 7 AM",Wednesday,68
Male,"March 6, 2019 at 6 AM",Wednesday,142
Female,"March 6, 2019 at 6 AM",Wednesday,28
Male,"March 6, 2019 at 5 AM",Wednesday,45
Female,"March 6, 2019 at 5 AM",Wednesday,10
Male,"March 6, 2019 at 4 AM",Wednesday,12
Female,"March 6, 2019 at 4 AM",Wednesday,1
Male,"March 6, 2019 at 3 AM",Wednesday,3
Female,"March 6, 2019 at 3 AM",Wednesday,1
Male,"March 6, 2019 at 2 AM",Wednesday,3
Male,"March 6, 2019 at 1 AM",Wednesday,2
Male,"March 6, 2019 at 12 AM",Wednesday,8
Female,"March 6, 2019 at 12 AM",Wednesday,2
Male,"February 27, 2019 at 11 PM",Wednesday,24
Female,"February 27, 2019 at 11 PM",Wednesday,3
Male,"February 27, 2019 at 10 PM",Wednesday,40
Female,"February 27, 2019 at 10 PM",Wednesday,6
Male,"February 27, 2019 at 9 PM",Wednesday,76
Female,"February 27, 2019 at 9 PM",Wednesday,11
Male,"February 27, 2019 at 8 PM",Wednesday,115
Female,"February 27, 2019 at 8 PM",Wednesday,23
Male,"February 27, 2019 at 7 PM",Wednesday,169
Female,"February 27, 2019 at 7 PM",Wednesday,37
Male,"February 27, 2019 at 6 PM",Wednesday,334
Female,"February 27, 2019 at 6 PM",Wednesday,67
Male,"February 27, 2019 at 5 PM",Wednesday,583
Female,"February 27, 2019 at 5 PM",Wednesday,117
Male,"February 27, 2019 at 4 PM",Wednesday,408
Female,"February 27, 2019 at 4 PM",Wednesday,92
Male,"February 27, 2019 at 3 PM",Wednesday,180
Female,"February 27, 2019 at 3 PM",Wednesday,42
Male,"February 27, 2019 at 2 PM",Wednesday,126
Female,"February 27, 2019 at 2 PM",Wednesday,28
Male,"February 27, 2019 at 1 PM",Wednesday,135
Female,"February 27, 2019 at 1 PM",Wednesday,18
Male,"February 27, 2019 at 12 PM",Wednesday,128
Female,"February 27, 2019 at 12 PM",Wednesday,30
Male,"February 27, 2019 at 11 AM",Wednesday,107
Female,"February 27, 2019 at 11 AM",Wednesday,28
Male,"February 27, 2019 at 10 AM",Wednesday,100
Female,"February 27, 2019 at 10 AM",Wednesday,25
Male,"February 27, 2019 at 9 AM",Wednesday,194
Female,"February 27, 2019 at 9 AM",Wednesday,45
Male,"February 27, 2019 at 8 AM",Wednesday,520
Female,"February 27, 2019 at 8 AM",Wednesday,122
Male,"February 27, 2019 at 7 AM",Wednesday,376
Female,"February 27, 2019 at 7 AM",Wednesday,78
Male,"February 27, 2019 at 6 AM",Wednesday,187
Female,"February 27, 2019 at 6 AM",Wednesday,36
Male,"February 27, 2019 at 5 AM",Wednesday,54
Female,"February 27, 2019 at 5 AM",Wednesday,18
Male,"February 27, 2019 at 4 AM",Wednesday,13
Female,"February 27, 2019 at 4 AM",Wednesday,2
Male,"February 27, 2019 at 3 AM",Wednesday,4
Female,"February 27, 2019 at 3 AM",Wednesday,2
Male,"February 27, 2019 at 2 AM",Wednesday,4
Male,"February 27, 2019 at 1 AM",Wednesday,7
Male,"February 27, 2019 at 12 AM",Wednesday,7
Female,"February 27, 2019 at 12 AM",Wednesday,2
Male,"February 20, 2019 at 11 PM",Wednesday,21
Female,"February 20, 2019 at 11 PM",Wednesday,7
Male,"February 20, 2019 at 10 PM",Wednesday,51
Female,"February 20, 2019 at 10 PM",Wednesday,9
Male,"February 20, 2019 at 9 PM",Wednesday,83
Female,"February 20, 2019 at 9 PM",Wednesday,17
Male,"February 20, 2019 at 8 PM",Wednesday,116
Female,"February 20, 2019 at 8 PM",Wednesday,17
Male,"February 20, 2019 at 7 PM",Wednesday,176
Female,"February 20, 2019 at 7 PM",Wednesday,47
Male,"February 20, 2019 at 6 PM",Wednesday,275
Female,"February 20, 2019 at 6 PM",Wednesday,58
Male,"February 20, 2019 at 5 PM",Wednesday,519
Female,"February 20, 2019 at 5 PM",Wednesday,91
Male,"February 20, 2019 at 4 PM",Wednesday,342
Female,"February 20, 2019 at 4 PM",Wednesday,69
Male,"February 20, 2019 at 3 PM",Wednesday,154
Female,"February 20, 2019 at 3 PM",Wednesday,20
Male,"February 20, 2019 at 2 PM",Wednesday,87
Female,"February 20, 2019 at 2 PM",Wednesday,21
Male,"February 20, 2019 at 1 PM",Wednesday,73
Female,"February 20, 2019 at 1 PM",Wednesday,12
Male,"February 20, 2019 at 12 PM",Wednesday,63
Female,"February 20, 2019 at 12 PM",Wednesday,18
Male,"February 20, 2019 at 11 AM",Wednesday,61
Female,"February 20, 2019 at 11 AM",Wednesday,13
Male,"February 20, 2019 at 10 AM",Wednesday,53
Female,"February 20, 2019 at 10 AM",Wednesday,7
Male,"February 20, 2019 at 9 AM",Wednesday,114
Female,"February 20, 2019 at 9 AM",Wednesday,18
Male,"February 20, 2019 at 8 AM",Wednesday,228
Female,"February 20, 2019 at 8 AM",Wednesday,39
Male,"February 20, 2019 at 7 AM",Wednesday,187
Female,"February 20, 2019 at 7 AM",Wednesday,33
Male,"February 20, 2019 at 6 AM",Wednesday,115
Female,"February 20, 2019 at 6 AM",Wednesday,18
Male,"February 20, 2019 at 5 AM",Wednesday,39
Female,"February 20, 2019 at 5 AM",Wednesday,13
Male,"February 20, 2019 at 4 AM",Wednesday,12
Female,"February 20, 2019 at 4 AM",Wednesday,1
Male,"February 20, 2019 at 3 AM",Wednesday,3
Female,"February 20, 2019 at 3 AM",Wednesday,2
Male,"February 20, 2019 at 2 AM",Wednesday,6
Male,"February 20, 2019 at 1 AM",Wednesday,9
Male,"February 20, 2019 at 12 AM",Wednesday,5
Female,"February 20, 2019 at 12 AM",Wednesday,6
Male,"February 13, 2019 at 11 PM",Wednesday,30
Female,"February 13, 2019 at 11 PM",Wednesday,2
Male,"February 13, 2019 at 10 PM",Wednesday,39
Female,"February 13, 2019 at 10 PM",Wednesday,9
Male,"February 13, 2019 at 9 PM",Wednesday,80
Female,"February 13, 2019 at 9 PM",Wednesday,13
Male,"February 13, 2019 at 8 PM",Wednesday,89
Female,"February 13, 2019 at 8 PM",Wednesday,21
Male,"February 13, 2019 at 7 PM",Wednesday,145
Female,"February 13, 2019 at 7 PM",Wednesday,25
Male,"February 13, 2019 at 6 PM",Wednesday,279
Female,"February 13, 2019 at 6 PM",Wednesday,53
Male,"February 13, 2019 at 5 PM",Wednesday,469
Female,"February 13, 2019 at 5 PM",Wednesday,78
Male,"February 13, 2019 at 4 PM",Wednesday,353
Female,"February 13, 2019 at 4 PM",Wednesday,64
Male,"February 13, 2019 at 3 PM",Wednesday,159
Female,"February 13, 2019 at 3 PM",Wednesday,32
Male,"February 13, 2019 at 2 PM",Wednesday,120
Female,"February 13, 2019 at 2 PM",Wednesday,28
Male,"February 13, 2019 at 1 PM",Wednesday,88
Female,"February 13, 2019 at 1 PM",Wednesday,26
Male,"February 13, 2019 at 12 PM",Wednesday,108
Female,"February 13, 2019 at 12 PM",Wednesday,25
Male,"February 13, 2019 at 11 AM",Wednesday,110
Female,"February 13, 2019 at 11 AM",Wednesday,16
Male,"February 13, 2019 at 10 AM",Wednesday,79
Female,"February 13, 2019 at 10 AM",Wednesday,17
Male,"February 13, 2019 at 9 AM",Wednesday,151
Female,"February 13, 2019 at 9 AM",Wednesday,26
Male,"February 13, 2019 at 8 AM",Wednesday,329
Female,"February 13, 2019 at 8 AM",Wednesday,65
Male,"February 13, 2019 at 7 AM",Wednesday,222
Female,"February 13, 2019 at 7 AM",Wednesday,41
Male,"February 13, 2019 at 6 AM",Wednesday,126
Female,"February 13, 2019 at 6 AM",Wednesday,29
Male,"February 13, 2019 at 5 AM",Wednesday,39
Female,"February 13, 2019 at 5 AM",Wednesday,8
Male,"February 13, 2019 at 4 AM",Wednesday,5
Female,"February 13, 2019 at 4 AM",Wednesday,1
Male,"February 13, 2019 at 3 AM",Wednesday,2
Female,"February 13, 2019 at 3 AM",Wednesday,1
Male,"February 13, 2019 at 2 AM",Wednesday,2
Male,"February 13, 2019 at 1 AM",Wednesday,1
Male,"February 13, 2019 at 12 AM",Wednesday,4
Female,"February 13, 2019 at 12 AM",Wednesday,2
Male,"February 6, 2019 at 11 PM",Wednesday,26
Female,"February 6, 2019 at 11 PM",Wednesday,4
Male,"February 6, 2019 at 10 PM",Wednesday,52
Female,"February 6, 2019 at 10 PM",Wednesday,7
Male,"February 6, 2019 at 9 PM",Wednesday,88
Female,"February 6, 2019 at 9 PM",Wednesday,11
Male,"February 6, 2019 at 8 PM",Wednesday,97
Female,"February 6, 2019 at 8 PM",Wednesday,21
Male,"February 6, 2019 at 7 PM",Wednesday,177
Female,"February 6, 2019 at 7 PM",Wednesday,39
Male,"February 6, 2019 at 6 PM",Wednesday,386
Female,"February 6, 2019 at 6 PM",Wednesday,77
Male,"February 6, 2019 at 5 PM",Wednesday,690
Female,"February 6, 2019 at 5 PM",Wednesday,170
Male,"February 6, 2019 at 4 PM",Wednesday,505
Female,"February 6, 2019 at 4 PM",Wednesday,102
Male,"February 6, 2019 at 3 PM",Wednesday,232
Female,"February 6, 2019 at 3 PM",Wednesday,43
Male,"February 6, 2019 at 2 PM",Wednesday,157
Female,"February 6, 2019 at 2 PM",Wednesday,34
Male,"February 6, 2019 at 1 PM",Wednesday,149
Female,"February 6, 2019 at 1 PM",Wednesday,32
Male,"February 6, 2019 at 12 PM",Wednesday,152
Female,"February 6, 2019 at 12 PM",Wednesday,42
Male,"February 6, 2019 at 11 AM",Wednesday,124
Female,"February 6, 2019 at 11 AM",Wednesday,37
Male,"February 6, 2019 at 10 AM",Wednesday,121
Female,"February 6, 2019 at 10 AM",Wednesday,28
Male,"February 6, 2019 at 9 AM",Wednesday,199
Female,"February 6, 2019 at 9 AM",Wednesday,52
Male,"February 6, 2019 at 8 AM",Wednesday,546
Female,"February 6, 2019 at 8 AM",Wednesday,105
Male,"February 6, 2019 at 7 AM",Wednesday,404
Female,"February 6, 2019 at 7 AM",Wednesday,104
Male,"February 6, 2019 at 6 AM",Wednesday,185
Female,"February 6, 2019 at 6 AM",Wednesday,39
Male,"February 6, 2019 at 5 AM",Wednesday,48
Female,"February 6, 2019 at 5 AM",Wednesday,14
Male,"February 6, 2019 at 4 AM",Wednesday,9
Male,"February 6, 2019 at 3 AM",Wednesday,2
Female,"February 6, 2019 at 3 AM",Wednesday,2
Male,"February 6, 2019 at 2 AM",Wednesday,4
Female,"February 6, 2019 at 2 AM",Wednesday,1
Male,"February 6, 2019 at 1 AM",Wednesday,4
Male,"February 6, 2019 at 12 AM",Wednesday,9
Male,"January 30, 2019 at 11 PM",Wednesday,1
Male,"January 30, 2019 at 10 PM",Wednesday,2
Male,"January 30, 2019 at 9 PM",Wednesday,3
Female,"January 30, 2019 at 9 PM",Wednesday,1
Male,"January 30, 2019 at 8 PM",Wednesday,2
Male,"January 30, 2019 at 7 PM",Wednesday,8
Male,"January 30, 2019 at 6 PM",Wednesday,9
Female,"January 30, 2019 at 6 PM",Wednesday,2
Male,"January 30, 2019 at 5 PM",Wednesday,16
Male,"January 30, 2019 at 4 PM",Wednesday,16
Female,"January 30, 2019 at 4 PM",Wednesday,4
Male,"January 30, 2019 at 3 PM",Wednesday,10
Female,"January 30, 2019 at 3 PM",Wednesday,5
Male,"January 30, 2019 at 2 PM",Wednesday,7
Female,"January 30, 2019 at 2 PM",Wednesday,1
Male,"January 30, 2019 at 1 PM",Wednesday,5
Female,"January 30, 2019 at 1 PM",Wednesday,1
Male,"January 30, 2019 at 12 PM",Wednesday,10
Male,"January 30, 2019 at 11 AM",Wednesday,5
Female,"January 30, 2019 at 11 AM",Wednesday,2
Male,"January 30, 2019 at 10 AM",Wednesday,8
Female,"January 30, 2019 at 10 AM",Wednesday,4
Male,"January 30, 2019 at 9 AM",Wednesday,5
Female,"January 30, 2019 at 9 AM",Wednesday,1
Male,"January 30, 2019 at 8 AM",Wednesday,18
Male,"January 30, 2019 at 7 AM",Wednesday,8
Male,"January 30, 2019 at 6 AM",Wednesday,4
Female,"January 30, 2019 at 6 AM",Wednesday,2
Male,"January 30, 2019 at 5 AM",Wednesday,2
Male,"January 30, 2019 at 2 AM",Wednesday,1
Male,"January 30, 2019 at 12 AM",Wednesday,1
Male,"January 23, 2019 at 11 PM",Wednesday,14
Female,"January 23, 2019 at 11 PM",Wednesday,1
Male,"January 23, 2019 at 10 PM",Wednesday,32
Female,"January 23, 2019 at 10 PM",Wednesday,4
Male,"January 23, 2019 at 9 PM",Wednesday,72
Female,"January 23, 2019 at 9 PM",Wednesday,12
Male,"January 23, 2019 at 8 PM",Wednesday,91
Female,"January 23, 2019 at 8 PM",Wednesday,7
Male,"January 23, 2019 at 7 PM",Wednesday,146
Female,"January 23, 2019 at 7 PM",Wednesday,24
Male,"January 23, 2019 at 6 PM",Wednesday,232
Female,"January 23, 2019 at 6 PM",Wednesday,41
Male,"January 23, 2019 at 5 PM",Wednesday,411
Female,"January 23, 2019 at 5 PM",Wednesday,71
Male,"January 23, 2019 at 4 PM",Wednesday,326
Female,"January 23, 2019 at 4 PM",Wednesday,64
Male,"January 23, 2019 at 3 PM",Wednesday,124
Female,"January 23, 2019 at 3 PM",Wednesday,24
Male,"January 23, 2019 at 2 PM",Wednesday,70
Female,"January 23, 2019 at 2 PM",Wednesday,14
Male,"January 23, 2019 at 1 PM",Wednesday,75
Female,"January 23, 2019 at 1 PM",Wednesday,15
Male,"January 23, 2019 at 12 PM",Wednesday,73
Female,"January 23, 2019 at 12 PM",Wednesday,17
Male,"January 23, 2019 at 11 AM",Wednesday,76
Female,"January 23, 2019 at 11 AM",Wednesday,16
Male,"January 23, 2019 at 10 AM",Wednesday,41
Female,"January 23, 2019 at 10 AM",Wednesday,11
Male,"January 23, 2019 at 9 AM",Wednesday,108
Female,"January 23, 2019 at 9 AM",Wednesday,21
Male,"January 23, 2019 at 8 AM",Wednesday,252
Female,"January 23, 2019 at 8 AM",Wednesday,40
Male,"January 23, 2019 at 7 AM",Wednesday,168
Female,"January 23, 2019 at 7 AM",Wednesday,29
Male,"January 23, 2019 at 6 AM",Wednesday,125
Female,"January 23, 2019 at 6 AM",Wednesday,27
Male,"January 23, 2019 at 5 AM",Wednesday,27
Female,"January 23, 2019 at 5 AM",Wednesday,11
Male,"January 23, 2019 at 4 AM",Wednesday,10
Female,"January 23, 2019 at 4 AM",Wednesday,1
Male,"January 23, 2019 at 3 AM",Wednesday,5
Female,"January 23, 2019 at 3 AM",Wednesday,1
Male,"January 23, 2019 at 2 AM",Wednesday,8
Male,"January 23, 2019 at 1 AM",Wednesday,4
Male,"January 23, 2019 at 12 AM",Wednesday,11
Female,"January 23, 2019 at 12 AM",Wednesday,2
Male,"January 16, 2019 at 11 PM",Wednesday,26
Female,"January 16, 2019 at 11 PM",Wednesday,4
Male,"January 16, 2019 at 10 PM",Wednesday,51
Female,"January 16, 2019 at 10 PM",Wednesday,8
Male,"January 16, 2019 at 9 PM",Wednesday,109
Female,"January 16, 2019 at 9 PM",Wednesday,8
Male,"January 16, 2019 at 8 PM",Wednesday,133
Female,"January 16, 2019 at 8 PM",Wednesday,29
Male,"January 16, 2019 at 7 PM",Wednesday,217
Female,"January 16, 2019 at 7 PM",Wednesday,57
Male,"January 16, 2019 at 6 PM",Wednesday,370
Female,"January 16, 2019 at 6 PM",Wednesday,62
Male,"January 16, 2019 at 5 PM",Wednesday,695
Female,"January 16, 2019 at 5 PM",Wednesday,132
Male,"January 16, 2019 at 4 PM",Wednesday,456
Female,"January 16, 2019 at 4 PM",Wednesday,107
Male,"January 16, 2019 at 3 PM",Wednesday,213
Female,"January 16, 2019 at 3 PM",Wednesday,50
Male,"January 16, 2019 at 2 PM",Wednesday,160
Female,"January 16, 2019 at 2 PM",Wednesday,24
Male,"January 16, 2019 at 1 PM",Wednesday,130
Female,"January 16, 2019 at 1 PM",Wednesday,43
Male,"January 16, 2019 at 12 PM",Wednesday,149
Female,"January 16, 2019 at 12 PM",Wednesday,43
Male,"January 16, 2019 at 11 AM",Wednesday,148
Female,"January 16, 2019 at 11 AM",Wednesday,35
Male,"January 16, 2019 at 10 AM",Wednesday,117
